no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon
1568,중형 승합,2022-05-08 오전 8:44:00,2022-05-08 오전 8:46:04,2022-05-08 오전 8:56:25,강동구,천호제3동,하남시,감북동,2022/05/08 8:44,2022/05/08 8:56,12,8,37.53,127.13,,
5665,중형승합,2022-05-08 오전 8:44:00,2022-05-08 오전 8:50:44,2022-05-08 오전 9:10:38,용산구,한남동,강서구,화곡제6동,2022/05/08 8:44,2022/05/08 9:10,26,8,37.53,127,37.55,126.85
803,중형승합,2022-05-08 오전 8:44:00,2022-05-08 오전 8:45:53,2022-05-08 오전 9:11:09,성동구,금호2.3가동,성동구,금호4가동,2022/05/08 8:44,2022/05/08 9:11,27,8,37.55,127.02,37.54,127.02
5755,중형승합,2022-05-08 오전 8:44:00,2022-05-08 오전 9:00:56,2022-05-08 오전 9:15:59,도봉구,창제2동,서초구,방배2동,2022/05/08 8:44,2022/05/08 9:15,31,8,37.64,127.03,37.46,127
3564,중형 승합,2022-05-08 오전 8:44:02,2022-05-08 오전 9:28:41,2022-05-08 오전 9:42:41,강서구,방화제3동,강서구,발산제1동,2022/05/08 8:44,2022/05/08 9:42,58,8,37.57,126.81,37.55,126.83
5784,중형승합,2022-05-08 오전 8:44:03,2022-05-08 오전 8:50:10,2022-05-08 오전 9:08:13,노원구,상계10동,송파구,거여1동,2022/05/08 8:44,2022/05/08 9:08,24,8,37.65,127.06,37.49,127.14
1562,중형 승합,2022-05-08 오전 8:47:00,2022-05-08 오전 8:48:26,2022-05-08 오전 9:08:12,서대문구,홍제제3동,은평구,불광제1동,2022/05/08 8:47,2022/05/08 9:08,21,8,37.59,126.95,37.62,126.93
7926,중형승합,2022-05-08 오전 8:48:00,2022-05-08 오전 8:52:23,2022-05-08 오전 9:17:53,은평구,진관동,고양시덕양구,원신동,2022/05/08 8:48,2022/05/08 9:17,29,8,37.64,126.92,,
1373,중형승합,2022-05-08 오전 8:49:00,2022-05-08 오전 9:26:38,2022-05-08 오전 9:30:08,중랑구,면목제2동,광진구,중곡제3동,2022/05/08 8:49,2022/05/08 9:30,41,8,37.59,127.07,37.57,127.08
8254,중형승합,2022-05-08 오전 8:49:00,2022-05-08 오전 9:03:00,2022-05-08 오전 9:28:57,관악구,신림동,관악구,청룡동,2022/05/08 8:49,2022/05/08 9:28,39,8,37.48,126.92,37.48,126.94
801,중형승합,2022-05-08 오전 8:49:00,2022-05-08 오전 8:51:12,2022-05-08 오전 9:08:24,관악구,신사동,관악구,서원동,2022/05/08 8:49,2022/05/08 9:08,19,8,37.48,126.92,37.48,126.93
7935,중형승합,2022-05-08 오전 8:49:00,2022-05-08 오전 8:58:21,2022-05-08 오전 9:18:04,중랑구,망우본동,중랑구,상봉제2동,2022/05/08 8:49,2022/05/08 9:18,29,8,37.6,127.1,37.59,127.08
6174,중형 승합,2022-05-08 오전 8:49:00,2022-05-08 오전 9:27:18,2022-05-08 오전 9:54:19,구로구,오류제2동,종로구,사직동,2022/05/08 8:49,2022/05/08 9:54,65,8,37.49,126.84,37.57,126.96
6174,중형 승합,2022-05-08 오전 8:50:00,2022-05-08 오전 8:52:44,2022-05-08 오전 9:11:27,양천구,신정4동,양천구,신정4동,2022/05/08 8:50,2022/05/08 9:11,21,8,37.52,126.85,37.52,126.85
1550,중형 승합,2022-05-08 오전 8:50:00,2022-05-08 오전 8:57:52,2022-05-08 오전 9:26:03,중랑구,신내1동,은평구,구산동,2022/05/08 8:50,2022/05/08 9:26,36,8,37.6,127.1,37.6,126.9
7606,중형승합,2022-05-08 오전 8:50:00,2022-05-08 오전 8:58:20,2022-05-08 오전 9:35:15,중랑구,신내2동,동대문구,청량리동,2022/05/08 8:50,2022/05/08 9:35,45,8,37.61,127.09,37.59,127.05
8062,중형 승합,2022-05-08 오전 8:51:00,2022-05-08 오전 9:32:42,2022-05-08 오전 9:59:25,강서구,가양제2동,고양시덕양구,고양동,2022/05/08 8:51,2022/05/08 9:59,68,8,37.56,126.85,,
1760,중형승합,2022-05-08 오전 8:52:00,2022-05-08 오전 8:55:36,2022-05-08 오전 9:10:51,동작구,대방동,관악구,신사동,2022/05/08 8:52,2022/05/08 9:10,18,8,37.51,126.92,37.48,126.92
9139,중형 승합,2022-05-08 오전 8:52:00,2022-05-08 오전 8:54:12,2022-05-08 오전 9:15:32,송파구,거여2동,송파구,석촌동,2022/05/08 8:52,2022/05/08 9:15,23,8,37.49,127.14,37.5,127.1
3627,중형승합,2022-05-08 오전 8:52:00,2022-05-08 오전 8:53:11,2022-05-08 오전 9:14:15,관악구,은천동,과천시,과천동,2022/05/08 8:52,2022/05/08 9:14,22,8,37.48,126.94,,
3592,중형 승합,2022-05-08 오전 8:52:49,2022-05-08 오전 9:04:51,2022-05-08 오전 9:28:28,양천구,신정7동,구로구,수궁동,2022/05/08 8:52,2022/05/08 9:28,36,8,37.51,126.86,37.49,126.83
3608,중형 승합,2022-05-08 오전 8:53:00,2022-05-08 오전 8:54:02,2022-05-08 오전 9:12:27,동대문구,답십리제4동,종로구,사직동,2022/05/08 8:53,2022/05/08 9:12,19,8,37.57,127.05,37.57,126.96
3573,중형 승합,2022-05-08 오전 8:56:00,2022-05-08 오전 9:11:25,2022-05-08 오전 9:26:32,성북구,장위제2동,도봉구,쌍문제3동,2022/05/08 8:56,2022/05/08 9:26,30,8,37.61,127.05,37.65,127.03
7645,중형승합,2022-05-08 오전 8:56:00,2022-05-08 오전 9:09:58,2022-05-08 오전 9:30:41,노원구,하계2동,도봉구,도봉제1동,2022/05/08 8:56,2022/05/08 9:30,34,8,37.63,127.06,37.68,127.04
5721,중형승합,2022-05-08 오전 8:56:53,2022-05-08 오전 8:59:13,2022-05-08 오전 9:14:49,은평구,응암제1동,마포구,성산제2동,2022/05/08 8:56,2022/05/08 9:14,18,8,37.6,126.92,37.56,126.9
6344,중형 승합,2022-05-08 오전 9:01:00,2022-05-08 오전 9:07:34,2022-05-08 오전 9:38:45,중랑구,신내1동,강남구,삼성2동,2022/05/08 9:01,2022/05/08 9:38,37,9,37.6,127.1,37.51,127.05
1569,중형 승합,2022-05-08 오전 9:01:00,2022-05-08 오전 9:14:41,2022-05-08 오전 9:43:30,노원구,월계1동,도봉구,창제4동,2022/05/08 9:01,2022/05/08 9:43,42,9,37.62,127.06,37.65,127.05
823,중형승합,2022-05-08 오전 9:02:00,2022-05-08 오전 9:03:08,2022-05-08 오전 9:13:53,강남구,일원1동,강남구,일원2동,2022/05/08 9:02,2022/05/08 9:13,11,9,37.49,127.08,37.49,127.07
5797,중형승합,2022-05-08 오전 9:02:00,2022-05-08 오전 9:39:16,2022-05-08 오전 10:08:11,금천구,시흥제2동,영등포구,여의동,2022/05/08 9:02,2022/05/08 10:08,66,9,37.45,126.92,37.52,126.92
7816,중형승합,2022-05-08 오전 9:02:00,2022-05-08 오전 9:16:10,2022-05-08 오전 9:30:55,관악구,난향동,영등포구,영등포동,2022/05/08 9:02,2022/05/08 9:30,28,9,37.46,126.92,37.52,126.9
8026,중형 승합,2022-05-08 오전 9:02:00,2022-05-08 오전 9:07:00,2022-05-08 오전 9:19:16,노원구,상계1동,도봉구,방학제1동,2022/05/08 9:02,2022/05/08 9:19,17,9,37.68,127.05,37.66,127.04
8271,중형 승합,2022-05-08 오전 9:03:00,2022-05-08 오전 9:08:02,2022-05-08 오전 9:18:30,노원구,상계2동,강남구,삼성1동,2022/05/08 9:03,2022/05/08 9:18,15,9,37.65,127.06,37.51,127.06
3694,중형 승합,2022-05-08 오전 9:03:00,2022-05-08 오전 9:04:00,2022-05-08 오전 9:17:27,서대문구,홍은제2동,마포구,성산제2동,2022/05/08 9:03,2022/05/08 9:17,14,9,37.58,126.93,37.56,126.9
5794,중형승합,2022-05-08 오전 9:03:00,2022-05-08 오전 9:12:11,2022-05-08 오전 9:35:51,성동구,마장동,노원구,중계2.3동,2022/05/08 9:03,2022/05/08 9:35,32,9,37.56,127.04,37.64,127.07
5794,중형승합,2022-05-08 오전 9:03:00,2022-05-08 오전 9:12:11,2022-05-08 오전 9:35:51,성동구,마장동,노원구,중계2.3동,2022/05/08 9:03,2022/05/08 9:35,32,9,37.56,127.04,37.64,127.07
6741,중형승합,2022-05-08 오전 9:03:00,2022-05-08 오전 9:04:06,2022-05-08 오전 9:31:51,도봉구,방학제3동,강동구,고덕제1동,2022/05/08 9:03,2022/05/08 9:31,28,9,37.65,127.02,37.55,127.15
7630,중형승합,2022-05-08 오전 9:04:00,2022-05-08 오전 9:10:53,2022-05-08 오전 9:32:59,송파구,장지동,도봉구,창제5동,2022/05/08 9:04,2022/05/08 9:32,28,9,37.48,127.13,37.65,127.04
1565,중형 승합,2022-05-08 오전 9:04:00,2022-05-08 오전 9:28:32,2022-05-08 오전 9:54:32,강동구,강일동,성동구,왕십리도선동,2022/05/08 9:04,2022/05/08 9:54,50,9,37.56,127.17,37.57,127.03
810,중형승합,2022-05-08 오전 9:04:49,2022-05-08 오전 9:14:03,2022-05-08 오전 9:34:54,강동구,상일동,강동구,천호제2동,2022/05/08 9:04,2022/05/08 9:34,30,9,37.54,127.16,37.54,127.12
7642,중형승합,2022-05-08 오전 9:05:00,2022-05-08 오전 9:17:45,2022-05-08 오전 9:48:28,관악구,난곡동,양주시,백석읍,2022/05/08 9:05,2022/05/08 9:48,43,9,37.47,126.92,,
5797,중형승합,2022-05-08 오전 9:05:00,2022-05-08 오전 9:05:43,2022-05-08 오전 9:21:43,동작구,노량진제2동,영등포구,신길제3동,2022/05/08 9:05,2022/05/08 9:21,16,9,37.51,126.94,37.5,126.9
1375,중형승합,2022-05-08 오전 9:05:32,2022-05-08 오전 9:10:39,2022-05-08 오전 9:40:10,중랑구,신내1동,노원구,월계1동,2022/05/08 9:05,2022/05/08 9:40,35,9,37.6,127.1,37.62,127.05
5721,중형승합,2022-05-08 오전 9:06:00,2022-05-08 오전 9:38:41,2022-05-08 오전 9:59:12,강서구,등촌제3동,강남구,청담동,2022/05/08 9:06,2022/05/08 9:59,53,9,37.55,126.84,37.52,127.04
3657,중형승합,2022-05-08 오전 9:07:00,2022-05-08 오전 9:12:34,2022-05-08 오전 9:35:49,송파구,거여2동,서초구,방배2동,2022/05/08 9:07,2022/05/08 9:35,28,9,37.49,127.14,37.46,127
830,중형승합,2022-05-08 오전 9:07:00,2022-05-08 오전 9:40:14,2022-05-08 오전 9:57:29,강서구,가양제2동,고양시덕양구,성사2동,2022/05/08 9:07,2022/05/08 9:57,50,9,37.56,126.85,,
8179,중형 승합,2022-05-08 오전 9:07:00,2022-05-08 오전 9:27:35,2022-05-08 오전 9:39:56,도봉구,쌍문제1동,동대문구,휘경제1동,2022/05/08 9:07,2022/05/08 9:39,32,9,37.65,127.02,37.59,127.06
9160,중형 승합,2022-05-08 오전 9:07:00,2022-05-08 오전 9:16:04,2022-05-08 오전 9:38:26,마포구,성산제2동,종로구,사직동,2022/05/08 9:07,2022/05/08 9:38,31,9,37.57,126.9,37.57,126.96
5665,중형승합,2022-05-08 오전 9:07:21,2022-05-08 오전 9:45:13,2022-05-08 오전 9:59:13,강서구,가양제2동,강서구,가양제1동,2022/05/08 9:07,2022/05/08 9:59,52,9,37.56,126.85,37.57,126.83
8180,중형 승합,2022-05-08 오전 9:08:00,2022-05-08 오전 9:27:52,2022-05-08 오전 9:56:41,강북구,번제3동,성동구,왕십리도선동,2022/05/08 9:08,2022/05/08 9:56,48,9,37.62,127.04,37.57,127.03
9161,중형 승합,2022-05-08 오전 9:08:00,2022-05-08 오전 9:16:33,2022-05-08 오전 9:28:28,강남구,일원2동,성북구,성북동,2022/05/08 9:08,2022/05/08 9:28,20,9,37.49,127.07,37.59,127
3645,중형승합,2022-05-08 오전 9:08:00,2022-05-08 오전 9:16:59,2022-05-08 오전 9:27:32,서대문구,신촌동,강서구,가양제1동,2022/05/08 9:08,2022/05/08 9:27,19,9,37.56,126.94,37.57,126.83
5796,중형승합,2022-05-08 오전 9:09:00,2022-05-08 오전 9:23:54,2022-05-08 오전 9:47:43,노원구,월계2동,과천시,과천동,2022/05/08 9:09,2022/05/08 9:47,38,9,37.63,127.05,,
8259,중형승합,2022-05-08 오전 9:09:39,2022-05-08 오전 9:14:15,2022-05-08 오전 9:29:27,영등포구,신길제6동,마포구,용강동,2022/05/08 9:09,2022/05/08 9:29,20,9,37.49,126.91,37.54,126.94
1470,중형 승합,2022-05-08 오전 9:10:00,2022-05-08 오전 9:16:40,2022-05-08 오전 9:46:41,강동구,강일동,강동구,길동,2022/05/08 9:10,2022/05/08 9:46,36,9,37.56,127.17,37.53,127.14
3654,중형 승합,2022-05-08 오전 9:10:00,2022-05-08 오전 9:18:31,2022-05-08 오전 9:42:53,서대문구,북가좌제2동,영등포구,영등포동,2022/05/08 9:10,2022/05/08 9:42,32,9,37.58,126.91,37.52,126.9
7937,중형승합,2022-05-08 오전 9:10:25,2022-05-08 오전 9:41:17,2022-05-08 오전 10:08:35,노원구,상계2동,강남구,일원본동,2022/05/08 9:10,2022/05/08 10:08,58,9,37.65,127.06,37.48,127.08
3645,중형승합,2022-05-08 오전 9:11:00,2022-05-08 오전 9:57:18,2022-05-08 오전 10:07:45,강서구,등촌제3동,동작구,노량진제1동,2022/05/08 9:11,2022/05/08 10:07,56,9,37.55,126.84,37.51,126.95
7650,중형승합,2022-05-08 오전 9:11:00,2022-05-08 오전 9:16:46,2022-05-08 오전 9:47:31,성동구,사근동,고양시일산동구,고봉동,2022/05/08 9:11,2022/05/08 9:47,36,9,37.56,127.04,,
5695,중형승합,2022-05-08 오전 9:11:00,2022-05-08 오전 9:32:30,2022-05-08 오전 10:02:32,도봉구,창제3동,노원구,월계1동,2022/05/08 9:11,2022/05/08 10:02,51,9,37.63,127.04,37.62,127.05
840,중형승합,2022-05-08 오전 9:11:00,2022-05-08 오전 9:45:22,2022-05-08 오전 10:23:50,노원구,중계4동,종로구,청운효자동,2022/05/08 9:11,2022/05/08 10:23,72,9,37.66,127.07,37.58,126.97
832,중형승합,2022-05-08 오전 9:11:00,2022-05-08 오전 9:37:43,2022-05-08 오전 9:58:22,양천구,신월7동,성남시수정구,태평1동,2022/05/08 9:11,2022/05/08 9:58,47,9,37.52,126.83,,
9153,중형 승합,2022-05-08 오전 9:11:38,2022-05-08 오전 9:45:33,2022-05-08 오전 10:05:55,강서구,화곡제4동,부천시오정구,고강본동,2022/05/08 9:11,2022/05/08 10:05,54,9,37.53,126.86,,
9128,중형 승합,2022-05-08 오전 9:12:00,2022-05-08 오전 9:18:35,2022-05-08 오전 9:35:39,관악구,조원동,관악구,조원동,2022/05/08 9:12,2022/05/08 9:35,23,9,37.48,126.9,37.48,126.91
8026,중형 승합,2022-05-08 오전 9:13:19,2022-05-08 오전 9:28:58,2022-05-08 오전 9:38:16,도봉구,창제5동,광진구,능동,2022/05/08 9:13,2022/05/08 9:38,25,9,37.65,127.04,37.55,127.08
5793,중형승합,2022-05-08 오전 9:14:00,2022-05-08 오전 10:07:17,2022-05-08 오전 10:12:59,강서구,가양제2동,강서구,화곡제6동,2022/05/08 9:14,2022/05/08 10:12,58,9,37.56,126.85,37.55,126.85
809,중형승합,2022-05-08 오전 9:15:00,2022-05-08 오전 9:41:10,2022-05-08 오전 9:58:28,노원구,중계1동,노원구,하계1동,2022/05/08 9:15,2022/05/08 9:58,43,9,37.65,127.07,37.64,127.07
3564,중형 승합,2022-05-08 오전 9:15:20,2022-05-08 오전 10:14:30,2022-05-08 오전 10:23:54,강서구,공항동,부천시오정구,성곡동,2022/05/08 9:15,2022/05/08 10:23,68,9,37.55,126.81,,
7895,중형승합,2022-05-08 오전 9:16:00,2022-05-08 오전 9:16:32,2022-05-08 오전 9:36:36,노원구,상계1동,노원구,상계5동,2022/05/08 9:16,2022/05/08 9:36,20,9,37.68,127.05,37.66,127.07
823,중형승합,2022-05-08 오전 9:16:00,2022-05-08 오전 9:21:35,2022-05-08 오전 9:44:51,강남구,세곡동,강북구,수유제2동,2022/05/08 9:16,2022/05/08 9:44,28,9,37.46,127.1,37.64,127.02
8169,중형 승합,2022-05-08 오전 9:16:26,2022-05-08 오전 9:39:33,2022-05-08 오전 10:05:10,관악구,삼성동,양천구,목4동,2022/05/08 9:16,2022/05/08 10:05,49,9,37.47,126.93,37.53,126.86
3573,중형 승합,2022-05-08 오전 9:17:00,2022-05-08 오전 9:42:50,2022-05-08 오전 10:03:12,노원구,월계3동,노원구,중계본동,2022/05/08 9:17,2022/05/08 10:03,46,9,37.62,127.07,37.64,127.08
6774,중형승합,2022-05-09 오전 12:09:00,2022-05-09 오전 12:11:50,2022-05-09 오전 12:33:21,중구,회현동,은평구,녹번동,2022/05/09 0:09,2022/05/09 0:33,24,0,37.55,126.98,37.6,126.93
5783,중형승합,2022-05-09 오전 12:14:00,2022-05-09 오전 12:14:45,2022-05-09 오전 12:32:05,강남구,대치4동,도봉구,도봉제2동,2022/05/09 0:14,2022/05/09 0:32,18,0,37.49,127.05,37.68,127.04
8064,중형 승합,2022-05-09 오전 12:16:00,2022-05-09 오전 12:25:43,2022-05-09 오전 1:08:26,노원구,중계1동,노원구,하계1동,2022/05/09 0:16,2022/05/09 1:08,52,0,37.65,127.07,37.64,127.07
8075,중형 승합,2022-05-09 오전 12:59:00,2022-05-09 오전 1:00:59,2022-05-09 오전 1:17:21,종로구,혜화동,강동구,강일동,2022/05/09 0:59,2022/05/09 1:17,18,0,37.59,127,37.56,127.17
5737,중형승합,2022-05-09 오전 1:12:00,2022-05-09 오전 1:12:16,2022-05-09 오전 1:21:35,중랑구,상봉제2동,노원구,중계4동,2022/05/09 1:12,2022/05/09 1:21,9,1,37.59,127.08,37.66,127.08
7906,중형승합,2022-05-09 오전 1:50:00,2022-05-09 오전 1:56:44,2022-05-09 오전 2:09:17,동작구,노량진제2동,양천구,목2동,2022/05/09 1:50,2022/05/09 2:09,19,1,37.51,126.94,37.54,126.87
7652,중형승합,2022-05-09 오전 2:34:00,2022-05-09 오전 2:42:56,2022-05-09 오전 2:57:08,관악구,행운동,서대문구,충현동,2022/05/09 2:34,2022/05/09 2:57,23,2,37.48,126.95,37.56,126.96
821,중형승합,2022-05-09 오전 2:53:00,2022-05-09 오전 3:02:38,2022-05-09 오전 3:19:36,서초구,반포4동,강남구,세곡동,2022/05/09 2:53,2022/05/09 3:19,26,2,37.5,127,37.47,127.1
7913,중형승합,2022-05-09 오전 2:58:39,2022-05-09 오전 3:08:03,2022-05-09 오전 3:17:46,도봉구,창제5동,노원구,상계6.7동,2022/05/09 2:58,2022/05/09 3:17,19,2,37.65,127.04,37.65,127.06
8229,중형승합,2022-05-09 오전 3:02:00,2022-05-09 오전 3:08:03,2022-05-09 오전 3:26:03,금천구,시흥제2동,중구,광희동,2022/05/09 3:02,2022/05/09 3:26,24,3,37.45,126.92,37.58,126.99
8075,중형 승합,2022-05-09 오전 3:12:00,2022-05-09 오전 3:20:37,2022-05-09 오전 4:03:34,강동구,길동,용산구,한강로동,2022/05/09 3:12,2022/05/09 4:03,51,3,37.53,127.14,37.52,126.96
8279,중형 승합,2022-05-09 오전 3:21:00,2022-05-09 오전 3:26:22,2022-05-09 오전 3:40:26,송파구,마천2동,고양시덕양구,고양동,2022/05/09 3:21,2022/05/09 3:40,19,3,37.49,127.15,,
5737,중형승합,2022-05-09 오전 3:44:00,2022-05-09 오전 3:46:12,2022-05-09 오전 3:56:01,노원구,중계4동,남양주시,금곡동,2022/05/09 3:44,2022/05/09 3:56,12,3,37.66,127.07,,
1560,중형 승합,2022-05-09 오전 3:51:27,2022-05-09 오전 4:00:26,2022-05-09 오전 4:18:50,강북구,수유제1동,도봉구,창제4동,2022/05/09 3:51,2022/05/09 4:18,27,3,37.63,127.01,37.65,127.05
8093,중형 승합,2022-05-09 오전 3:54:00,2022-05-09 오전 4:01:48,2022-05-09 오전 4:24:29,서초구,양재1동,성동구,성수2가제1동,2022/05/09 3:54,2022/05/09 4:24,30,3,37.47,127.02,37.54,127.05
7906,중형승합,2022-05-09 오전 4:13:00,2022-05-09 오전 4:18:22,2022-05-09 오전 4:31:10,관악구,삼성동,관악구,신림동,2022/05/09 4:13,2022/05/09 4:31,18,4,37.47,126.93,37.48,126.92
8215,중형승합,2022-05-09 오전 4:27:00,2022-05-09 오전 4:33:16,2022-05-09 오전 5:05:22,성동구,금호1가동,중랑구,면목제3.8동,2022/05/09 4:27,2022/05/09 5:05,38,4,37.56,127.02,37.58,127.1
7864,중형승합,2022-05-09 오전 4:32:22,2022-05-09 오전 4:35:53,2022-05-09 오전 4:52:57,노원구,하계1동,도봉구,방학제1동,2022/05/09 4:32,2022/05/09 4:52,20,4,37.64,127.07,37.66,127.04
5737,중형승합,2022-05-09 오전 4:42:33,2022-05-09 오전 4:45:38,2022-05-09 오전 5:08:42,동대문구,이문제3동,송파구,오금동,2022/05/09 4:42,2022/05/09 5:08,26,4,37.6,127.07,37.5,127.13
5737,중형승합,2022-05-09 오전 4:45:00,2022-05-09 오전 4:17:19,2022-05-09 오전 4:17:28,남양주시,금곡동,노원구,중계4동,2022/05/09 4:45,2022/05/09 4:17,28,4,,,37.66,127.08
6774,중형승합,2022-05-09 오전 4:47:23,2022-05-09 오전 5:00:19,2022-05-09 오전 5:18:44,은평구,수색동,영등포구,당산제1동,2022/05/09 4:47,2022/05/09 5:18,31,4,37.59,126.89,37.52,126.9
7906,중형승합,2022-05-09 오전 4:48:00,2022-05-09 오전 4:50:11,2022-05-09 오전 4:58:26,동작구,상도제3동,동작구,신대방제2동,2022/05/09 4:48,2022/05/09 4:58,10,4,37.5,126.93,37.49,126.92
8075,중형 승합,2022-05-09 오전 4:48:00,2022-05-09 오전 4:57:45,2022-05-09 오전 5:29:31,강서구,발산제1동,강서구,등촌제3동,2022/05/09 4:48,2022/05/09 5:29,41,4,37.55,126.83,37.55,126.84
8229,중형승합,2022-05-09 오전 4:53:00,2022-05-09 오전 5:02:07,2022-05-09 오전 5:14:04,금천구,독산제3동,관악구,신사동,2022/05/09 4:53,2022/05/09 5:14,21,4,37.47,126.9,37.48,126.92
8014,중형 승합,2022-05-09 오전 5:00:00,2022-05-09 오전 4:33:15,2022-05-09 오전 4:57:09,마포구,아현동,서대문구,충현동,2022/05/09 5:00,2022/05/09 4:57,3,5,37.55,126.95,37.56,126.96
8231,중형승합,2022-05-09 오전 5:00:00,2022-05-09 오전 4:29:23,2022-05-09 오전 4:58:27,구로구,구로제4동,금천구,시흥제1동,2022/05/09 5:00,2022/05/09 4:58,2,5,37.49,126.89,37.45,126.9
7663,중형승합,2022-05-09 오전 5:00:00,2022-05-09 오전 4:37:02,2022-05-09 오전 5:02:00,양천구,신정7동,영등포구,양평제2동,2022/05/09 5:00,2022/05/09 5:02,2,5,37.51,126.86,37.53,126.89
8064,중형 승합,2022-05-09 오전 5:00:00,2022-05-09 오전 4:32:18,2022-05-09 오전 5:05:39,은평구,수색동,송파구,가락1동,2022/05/09 5:00,2022/05/09 5:05,5,5,37.59,126.89,37.49,127.1
1554,중형 승합,2022-05-09 오전 5:02:00,2022-05-09 오전 5:09:40,2022-05-09 오전 5:25:50,동대문구,이문제2동,중랑구,신내1동,2022/05/09 5:02,2022/05/09 5:25,23,5,37.6,127.06,37.61,127.1
7906,중형승합,2022-05-09 오전 5:05:22,2022-05-09 오전 5:11:32,2022-05-09 오전 5:22:06,금천구,독산제1동,금천구,가산동,2022/05/09 5:05,2022/05/09 5:22,17,5,37.47,126.9,37.47,126.89
5783,중형승합,2022-05-09 오전 5:13:00,2022-05-09 오전 5:18:15,2022-05-09 오전 5:31:06,강남구,논현2동,송파구,문정2동,2022/05/09 5:13,2022/05/09 5:31,18,5,37.51,127.03,37.48,127.12
3634,중형 승합,2022-05-09 오전 5:20:00,2022-05-09 오전 4:55:17,2022-05-09 오전 5:17:59,중랑구,망우본동,중랑구,면목제3.8동,2022/05/09 5:20,2022/05/09 5:17,3,5,37.6,127.1,37.58,127.1
7913,중형승합,2022-05-09 오전 5:30:00,2022-05-09 오전 5:01:16,2022-05-09 오전 5:13:26,노원구,월계2동,성북구,안암동,2022/05/09 5:30,2022/05/09 5:13,17,5,37.63,127.05,37.58,127.03
1542,중형 승합,2022-05-09 오전 5:30:00,2022-05-09 오전 5:08:44,2022-05-09 오전 5:41:48,서대문구,홍제제1동,중구,소공동,2022/05/09 5:30,2022/05/09 5:41,11,5,37.58,126.94,37.56,126.97
1560,중형 승합,2022-05-09 오전 5:33:15,2022-05-09 오전 5:34:36,2022-05-09 오전 5:52:51,동작구,대방동,관악구,대학동,2022/05/09 5:33,2022/05/09 5:52,19,5,37.51,126.92,37.47,126.94
8231,중형승합,2022-05-09 오전 5:50:00,2022-05-09 오전 5:26:48,2022-05-09 오전 6:08:33,관악구,청룡동,관악구,보라매동,2022/05/09 5:50,2022/05/09 6:08,18,5,37.48,126.94,37.49,126.93
5737,중형승합,2022-05-09 오전 5:55:00,2022-05-09 오전 6:01:21,2022-05-09 오전 6:15:21,광진구,군자동,강동구,길동,2022/05/09 5:55,2022/05/09 6:15,20,5,37.55,127.07,37.53,127.14
2560,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:36:13,2022-05-09 오전 7:00:17,송파구,가락1동,고양시덕양구,화정1동,2022/05/09 7:00,2022/05/09 7:00,0,7,37.5,127.1,,
8243,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:12,2022-05-09 오전 7:21:28,서대문구,홍은제2동,마포구,대흥동,2022/05/09 7:00,2022/05/09 7:21,21,7,37.58,126.93,37.54,126.94
3617,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:55:09,2022-05-09 오전 8:05:34,노원구,중계1동,노원구,상계2동,2022/05/09 7:00,2022/05/09 8:05,65,7,37.65,127.07,37.65,127.06
7821,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:38:10,2022-05-09 오전 8:04:59,양천구,신월1동,양천구,신월5동,2022/05/09 7:00,2022/05/09 8:04,64,7,37.53,126.83,37.53,126.83
8200,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:25,2022-05-09 오전 7:27:37,강서구,화곡제4동,성북구,월곡제2동,2022/05/09 7:00,2022/05/09 7:27,27,7,37.53,126.86,37.6,127.05
8081,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:05,2022-05-09 오전 7:32:57,성북구,길음제1동,은평구,역촌동,2022/05/09 7:00,2022/05/09 7:32,32,7,37.61,127.02,37.6,126.91
5789,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:33,2022-05-09 오전 7:19:51,용산구,한강로동,성남시분당구,삼평동,2022/05/09 7:00,2022/05/09 7:19,19,7,37.53,126.97,,
4844,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:13,2022-05-09 오전 7:32:07,동작구,사당제3동,종로구,청운효자동,2022/05/09 7:00,2022/05/09 7:32,32,7,37.49,126.98,37.58,126.97
3628,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:22,2022-05-09 오전 7:22:03,관악구,은천동,종로구,이화동,2022/05/09 7:00,2022/05/09 7:22,22,7,37.48,126.94,37.58,127
8029,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:16,2022-05-09 오전 7:35:28,서대문구,홍제제3동,영등포구,여의동,2022/05/09 7:00,2022/05/09 7:35,35,7,37.59,126.95,37.52,126.92
6756,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:56,2022-05-09 오전 7:24:15,마포구,성산제1동,종로구,이화동,2022/05/09 7:00,2022/05/09 7:24,24,7,37.56,126.91,37.58,127
