,no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon
618,1913,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:00:12,2022-05-02 오전 7:31:04,강동구,암사제1동,중구,소공동,2022/05/02 7:00,2022/05/02 7:31,31,7,37.55,127.13,37.56,126.97
619,9020,중형 승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:23,2022-05-02 오전 7:22:44,중랑구,신내1동,서초구,반포4동,2022/05/02 7:00,2022/05/02 7:22,22,7,37.6,127.1,37.5,127
620,8081,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:10,2022-05-02 오전 7:40:04,강북구,삼각산동,성북구,안암동,2022/05/02 7:00,2022/05/02 7:40,40,7,37.61,127.01,37.58,127.03
621,5796,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:15,2022-05-02 오전 7:24:36,노원구,상계1동,종로구,종로1.2.3.4가동,2022/05/02 7:00,2022/05/02 7:24,24,7,37.68,127.05,37.57,126.98
622,7655,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:58,2022-05-02 오전 7:20:43,용산구,원효로제1동,종로구,종로1.2.3.4가동,2022/05/02 7:00,2022/05/02 7:20,20,7,37.53,126.96,37.57,126.98
623,840,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:10:47,2022-05-02 오전 7:26:54,중랑구,상봉제2동,노원구,상계2동,2022/05/02 7:00,2022/05/02 7:26,26,7,37.59,127.08,37.65,127.06
624,840,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 8:06:43,2022-05-02 오전 8:27:11,노원구,상계3.4동,노원구,중계1동,2022/05/02 7:00,2022/05/02 8:27,87,7,37.67,127.08,37.65,127.07
625,5661,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:02:41,2022-05-02 오전 7:17:51,서대문구,홍은제2동,용산구,한강로동,2022/05/02 7:00,2022/05/02 7:17,17,7,37.58,126.93,37.52,126.96
626,6776,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:06:50,2022-05-02 오전 7:21:30,서대문구,남가좌제2동,마포구,망원제1동,2022/05/02 7:00,2022/05/02 7:21,21,7,37.58,126.92,37.55,126.9
627,6400,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:45:20,2022-05-02 오전 6:58:59,은평구,응암제2동,서초구,반포4동,2022/05/02 7:00,2022/05/02 6:58,2,7,37.59,126.92,37.5,127
628,6400,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:49:11,2022-05-02 오전 8:15:00,동작구,사당제3동,서초구,반포4동,2022/05/02 7:00,2022/05/02 8:15,75,7,37.49,126.98,37.5,127
630,8259,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:06:54,2022-05-02 오전 7:16:36,강남구,수서동,중랑구,신내1동,2022/05/02 7:00,2022/05/02 7:16,16,7,37.485,127.1,37.61,127.1
631,8263,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:31,2022-05-02 오전 7:16:05,중랑구,면목제2동,중랑구,중화제2동,2022/05/02 7:00,2022/05/02 7:16,16,7,37.59,127.07,37.6,127.07
632,5761,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:46,2022-05-02 오전 7:18:05,도봉구,쌍문제4동,성북구,삼선동,2022/05/02 7:00,2022/05/02 7:18,18,7,37.65,127.03,37.58,127.01
633,3628,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:11:36,2022-05-02 오전 7:31:28,관악구,삼성동,종로구,이화동,2022/05/02 7:00,2022/05/02 7:31,31,7,37.47,126.93,37.58,127
634,9681,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:21:08,2022-05-02 오전 7:45:00,마포구,성산제2동,중랑구,신내1동,2022/05/02 7:00,2022/05/02 7:45,45,7,37.57,126.9,37.61,127.1
635,1653,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:49,2022-05-02 오전 7:38:20,강북구,번제2동,노원구,중계1동,2022/05/02 7:00,2022/05/02 7:38,38,7,37.63,127.04,37.65,127.07
636,3256,중형 승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:36:55,2022-05-02 오전 6:46:38,도봉구,도봉제1동,서초구,서초2동,2022/05/02 7:00,2022/05/02 6:46,14,7,37.68,127.04,37.49,127.02
637,8012,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:14,2022-05-02 오전 7:35:29,강남구,압구정동,송파구,풍납2동,2022/05/02 7:00,2022/05/02 7:35,35,7,37.52,127.03,37.53,127.11
638,8067,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:25,2022-05-02 오전 7:25:16,도봉구,도봉제2동,중구,명동,2022/05/02 7:00,2022/05/02 7:25,25,7,37.68,127.05,37.56,126.98
639,8134,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:06:03,2022-05-02 오전 7:21:16,서대문구,남가좌제2동,강북구,삼각산동,2022/05/02 7:00,2022/05/02 7:21,21,7,37.58,126.92,37.61,127.01
640,8227,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:20,2022-05-02 오전 7:22:05,노원구,중계본동,영등포구,영등포동,2022/05/02 7:00,2022/05/02 7:22,22,7,37.65,127.08,37.52,126.9
641,7548,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:19,2022-05-02 오전 7:20:53,중랑구,망우본동,성동구,성수2가제1동,2022/05/02 7:00,2022/05/02 7:20,20,7,37.6,127.1,37.54,127.05
642,1406,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:06,2022-05-02 오전 7:40:40,금천구,독산제1동,영등포구,대림제1동,2022/05/02 7:00,2022/05/02 7:40,40,7,37.47,126.9,37.49,126.9
643,3654,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:49,2022-05-02 오전 7:25:17,서대문구,홍은제2동,마포구,대흥동,2022/05/02 7:00,2022/05/02 7:25,25,7,37.58,126.93,37.54,126.94
644,7884,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:10:15,2022-05-02 오전 7:31:07,노원구,상계1동,노원구,상계6.7동,2022/05/02 7:00,2022/05/02 7:31,31,7,37.68,127.05,37.65,127.06
645,4694,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:09,2022-05-02 오전 7:38:21,양천구,신정7동,은평구,역촌동,2022/05/02 7:00,2022/05/02 7:38,38,7,37.51,126.86,37.6,126.91
646,4194,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:45,2022-05-02 오전 7:31:07,용산구,이촌제1동,구로구,구로제2동,2022/05/02 7:00,2022/05/02 7:31,31,7,37.52,126.97,37.5,126.87
647,1697,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:30,2022-05-02 오전 7:31:13,중랑구,망우제3동,강남구,수서동,2022/05/02 7:00,2022/05/02 7:31,31,7,37.59,127.1,37.48,127.1
648,3602,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:06:58,2022-05-02 오전 7:30:49,구로구,고척제1동,은평구,녹번동,2022/05/02 7:00,2022/05/02 7:30,30,7,37.5,126.86,37.6,126.93
649,8044,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:20,2022-05-02 오전 7:21:08,도봉구,창제4동,강동구,둔촌제2동,2022/05/02 7:00,2022/05/02 7:21,21,7,37.65,127.05,37.53,127.14
650,7902,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:14,2022-05-02 오전 7:26:11,영등포구,신길제4동,중구,명동,2022/05/02 7:00,2022/05/02 7:26,26,7,37.5,126.91,37.56,126.98
651,7822,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:15,2022-05-02 오전 7:21:40,중랑구,중화제1동,노원구,공릉1.3동,2022/05/02 7:00,2022/05/02 7:21,21,7,37.6,127.08,37.62,127.07
652,7822,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:35:07,2022-05-02 오전 8:03:26,강북구,번제2동,동대문구,휘경제2동,2022/05/02 7:00,2022/05/02 8:03,63,7,37.63,127.04,37.59,127.07
653,810,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:04,2022-05-02 오전 7:43:23,송파구,장지동,송파구,잠실2동,2022/05/02 7:00,2022/05/02 7:43,43,7,37.48,127.13,37.51,127.18
654,6200,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:50:09,2022-05-02 오전 6:58:12,강서구,발산제1동,서초구,반포4동,2022/05/02 7:00,2022/05/02 6:58,2,7,37.55,126.83,37.5,127
655,6388,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:01:27,2022-05-02 오전 7:23:51,영등포구,양평제1동,서대문구,신촌동,2022/05/02 7:00,2022/05/02 7:23,23,7,37.52,126.88,37.57,126.93
656,9147,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:00,2022-05-02 오전 7:33:54,은평구,응암제2동,은평구,구산동,2022/05/02 7:00,2022/05/02 7:33,33,7,37.59,126.92,37.6,126.9
657,5699,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:24,2022-05-02 오전 7:25:01,노원구,중계1동,중랑구,면목제3.8동,2022/05/02 7:00,2022/05/02 7:25,25,7,37.65,127.07,37.58,127.1
658,8026,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:42:46,2022-05-02 오전 8:15:43,성북구,정릉제4동,송파구,풍납2동,2022/05/02 7:00,2022/05/02 8:15,75,7,37.62,127,37.53,127.11
659,8026,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:45,2022-05-02 오전 7:21:19,강북구,번제2동,강북구,송천동,2022/05/02 7:00,2022/05/02 7:21,21,7,37.63,127.04,37.61,127.02
660,8271,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:56,2022-05-02 오전 7:13:47,도봉구,도봉제1동,강북구,번제3동,2022/05/02 7:00,2022/05/02 7:13,13,7,37.68,127.04,37.62,127.04
661,1566,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:02:56,2022-05-02 오전 7:13:23,동대문구,답십리제4동,동대문구,전농제3동,2022/05/02 7:00,2022/05/02 7:13,13,7,37.57,127.05,37.57,127.06
662,3562,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:25,2022-05-02 오전 7:41:23,은평구,진관동,은평구,역촌동,2022/05/02 7:00,2022/05/02 7:41,41,7,37.64,126.92,37.6,126.91
663,3715,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:49,2022-05-02 오전 7:17:56,용산구,후암동,금천구,가산동,2022/05/02 7:00,2022/05/02 7:17,17,7,37.55,126.98,37.47,126.89
664,7892,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:39,2022-05-02 오전 7:25:31,강북구,삼각산동,종로구,이화동,2022/05/02 7:00,2022/05/02 7:25,25,7,37.61,127.01,37.58,127
665,7915,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:25,2022-05-02 오전 7:37:31,도봉구,방학제3동,도봉구,도봉제1동,2022/05/02 7:00,2022/05/02 7:37,37,7,37.65,127.02,37.68,127.04
666,7915,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 8:00:21,2022-05-02 오전 8:14:00,도봉구,도봉제1동,종로구,이화동,2022/05/02 7:00,2022/05/02 8:14,74,7,37.68,127.04,37.58,127
667,7819,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:25,2022-05-02 오전 7:32:17,성동구,금호4가동,중구,신당제3동,2022/05/02 7:00,2022/05/02 7:32,32,7,37.55,127.02,37.56,127.01
669,6756,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:57,2022-05-02 오전 7:26:45,은평구,증산동,강남구,일원1동,2022/05/02 7:00,2022/05/02 7:26,26,7,37.58,126.9,37.49,127.09
670,6779,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:02:03,2022-05-02 오전 7:25:37,서대문구,홍제제1동,서대문구,신촌동,2022/05/02 7:00,2022/05/02 7:25,25,7,37.58,126.94,37.57,126.93
671,3616,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 8:00:39,2022-05-02 오전 8:15:18,강서구,방화제2동,강서구,발산제1동,2022/05/02 7:00,2022/05/02 8:15,75,7,37.56,126.8,37.55,126.83
672,3627,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:41,2022-05-02 오전 7:41:19,동작구,사당제1동,서대문구,홍제제1동,2022/05/02 7:00,2022/05/02 7:41,41,7,37.48,126.98,37.58,126.94
673,7823,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:10:12,2022-05-02 오전 7:36:06,강서구,가양제2동,강서구,등촌제3동,2022/05/02 7:00,2022/05/02 7:36,36,7,37.56,126.85,37.55,126.84
676,8567,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:58:35,2022-05-02 오전 7:14:03,중랑구,면목제7동,종로구,종로5.6가동,2022/05/02 7:00,2022/05/02 7:14,14,7,37.58,127.08,37.57,127
677,2232,대형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:46,2022-05-02 오전 7:21:17,광진구,구의제2동,강동구,둔촌제2동,2022/05/02 7:00,2022/05/02 7:21,21,7,37.54,127.09,37.53,127.14
678,8011,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:18,2022-05-02 오전 7:31:33,송파구,가락2동,송파구,거여2동,2022/05/02 7:00,2022/05/02 7:31,31,7,37.49,127.13,37.49,127.14
679,8031,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:16,2022-05-02 오전 7:33:07,서대문구,홍제제3동,영등포구,여의동,2022/05/02 7:00,2022/05/02 7:33,33,7,37.59,126.95,37.52,126.92
680,8107,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:22,2022-05-02 오전 7:17:25,노원구,월계1동,노원구,월계1동,2022/05/02 7:00,2022/05/02 7:17,17,7,37.62,127.06,37.62,127.05
681,8156,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:27,2022-05-02 오전 7:16:48,마포구,도화동,서초구,방배4동,2022/05/02 7:00,2022/05/02 7:16,16,7,37.55,126.95,37.49,126.99
682,8228,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:15:55,2022-05-02 오전 7:42:40,영등포구,신길제6동,관악구,서원동,2022/05/02 7:00,2022/05/02 7:42,42,7,37.49,126.91,37.48,126.93
683,8243,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:28,2022-05-02 오전 7:19:46,서대문구,남가좌제2동,마포구,서교동,2022/05/02 7:00,2022/05/02 7:19,19,7,37.58,126.92,37.55,126.92
684,8256,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 8:02:39,2022-05-02 오전 8:25:36,강서구,가양제3동,강서구,방화제2동,2022/05/02 7:00,2022/05/02 8:25,85,7,37.56,126.86,37.56,126.8
685,8256,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:59,2022-05-02 오전 7:08:26,마포구,도화동,마포구,도화동,2022/05/02 7:00,2022/05/02 7:08,8,7,37.55,126.95,37.54,126.95
686,7937,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:19,2022-05-02 오전 7:14:17,중랑구,묵제1동,마포구,상암동,2022/05/02 7:00,2022/05/02 7:14,14,7,37.61,127.08,37.58,126.89
687,3186,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:38:19,2022-05-02 오전 7:52:19,송파구,거여2동,서초구,양재1동,2022/05/02 7:00,2022/05/02 7:52,52,7,37.49,127.14,37.47,127.02
688,8014,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:15,2022-05-02 오전 7:30:55,종로구,평창동,서대문구,연희동,2022/05/02 7:00,2022/05/02 7:30,30,7,37.6,126.97,37.57,126.93
689,8034,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:12:14,2022-05-02 오전 7:17:32,강북구,번제3동,중랑구,망우본동,2022/05/02 7:00,2022/05/02 7:17,17,7,37.62,127.04,37.6,127.1
690,8143,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:42,2022-05-02 오전 7:27:39,관악구,남현동,송파구,풍납2동,2022/05/02 7:00,2022/05/02 7:27,27,7,37.47,126.97,37.53,127.11
691,8206,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:06:19,2022-05-02 오전 7:29:05,강서구,가양제2동,강서구,등촌제3동,2022/05/02 7:00,2022/05/02 7:29,29,7,37.56,126.85,37.55,126.84
693,3561,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:25,2022-05-02 오전 7:48:47,구로구,구로제3동,구로구,구로제3동,2022/05/02 7:00,2022/05/02 7:48,48,7,37.48,126.89,37.48,126.89
694,3583,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:58,2022-05-02 오전 7:24:31,동작구,상도제3동,동작구,흑석동,2022/05/02 7:00,2022/05/02 7:24,24,7,37.5,126.93,37.5,126.96
695,1373,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:34,2022-05-02 오전 7:28:22,강북구,번제3동,강동구,둔촌제2동,2022/05/02 7:00,2022/05/02 7:28,28,7,37.62,127.04,37.53,127.14
696,6752,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:27,2022-05-02 오전 7:36:43,은평구,진관동,은평구,역촌동,2022/05/02 7:00,2022/05/02 7:36,36,7,37.64,126.92,37.6,126.91
697,8167,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:34,2022-05-02 오전 7:32:11,영등포구,영등포본동,구로구,구로제2동,2022/05/02 7:00,2022/05/02 7:32,32,7,37.51,126.9,37.5,126.87
698,8262,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:57,2022-05-02 오전 7:26:12,성북구,길음제1동,은평구,역촌동,2022/05/02 7:00,2022/05/02 7:26,26,7,37.61,127.02,37.6,126.91
699,5798,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:24,2022-05-02 오전 7:15:00,광진구,화양동,노원구,중계4동,2022/05/02 7:00,2022/05/02 7:15,15,7,37.54,127.07,37.66,127.08
700,3563,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 8:05:14,2022-05-02 오전 8:22:53,강서구,등촌제3동,은평구,구산동,2022/05/02 7:00,2022/05/02 8:22,82,7,37.55,126.84,37.6,126.9
701,3581,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:35,2022-05-02 오전 7:18:12,구로구,고척제2동,구로구,고척제1동,2022/05/02 7:00,2022/05/02 7:18,18,7,37.5,126.85,37.5,126.86
702,3585,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:16:19,2022-05-02 오전 7:26:56,금천구,독산제1동,영등포구,대림제1동,2022/05/02 7:00,2022/05/02 7:26,26,7,37.47,126.9,37.49,126.9
703,3585,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:40:11,2022-05-02 오전 8:15:54,관악구,행운동,서초구,방배1동,2022/05/02 7:00,2022/05/02 8:15,75,7,37.48,126.95,37.48,127
704,3617,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:16,2022-05-02 오전 7:21:25,도봉구,도봉제1동,종로구,이화동,2022/05/02 7:00,2022/05/02 7:21,21,7,37.68,127.04,37.58,127
705,7630,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:07:54,2022-05-02 오전 7:29:10,노원구,상계10동,도봉구,창제1동,2022/05/02 7:00,2022/05/02 7:29,29,7,37.65,127.06,37.65,127.04
706,7645,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:16,2022-05-02 오전 7:24:17,도봉구,도봉제2동,은평구,역촌동,2022/05/02 7:00,2022/05/02 7:24,24,7,37.68,127.05,37.6,126.91
707,3205,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:37:32,2022-05-02 오전 7:06:17,강북구,번제2동,영등포구,영등포동,2022/05/02 7:00,2022/05/02 7:06,6,7,37.63,127.04,37.52,126.9
708,3837,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:59:58,2022-05-02 오전 7:08:55,중랑구,면목제2동,서초구,서초1동,2022/05/02 7:00,2022/05/02 7:08,8,7,37.59,127.07,37.49,127.02
709,3148,중형 승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:48:39,2022-05-02 오전 7:25:12,동대문구,장안제4동,은평구,구산동,2022/05/02 7:00,2022/05/02 7:25,25,7,37.57,127.07,37.6,126.9
710,3803,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 7:08:19,2022-05-02 오전 7:46:38,관악구,청림동,강남구,삼성1동,2022/05/02 7:00,2022/05/02 7:46,46,7,37.49,126.96,37.51,127.06
711,8095,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:00,2022-05-02 오전 7:23:12,강남구,세곡동,송파구,거여2동,2022/05/02 7:00,2022/05/02 7:23,23,7,37.46,127.1,37.49,127.14
712,3657,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:10:15,2022-05-02 오전 7:36:15,용산구,용산2가동,중구,명동,2022/05/02 7:00,2022/05/02 7:36,36,7,37.54,126.98,37.56,126.98
713,7642,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:03:54,2022-05-02 오전 7:46:56,성동구,성수1가제1동,성동구,송정동,2022/05/02 7:00,2022/05/02 7:46,46,7,37.54,127.05,37.55,127.07
714,7905,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:10:59,2022-05-02 오전 7:36:18,강북구,삼각산동,강서구,화곡제6동,2022/05/02 7:00,2022/05/02 7:36,36,7,37.61,127.01,37.55,126.85
715,7936,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:26,2022-05-02 오전 7:24:05,서대문구,북아현동,은평구,역촌동,2022/05/02 7:00,2022/05/02 7:24,24,7,37.56,126.95,37.6,126.91
716,3208,중형승용,2022-05-02 오전 7:00:00,2022-05-02 오전 6:23:12,2022-05-02 오전 6:41:03,송파구,잠실2동,영등포구,양평제2동,2022/05/02 7:00,2022/05/02 6:41,19,7,37.51,127.08,37.53,126.89
717,8046,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:30,2022-05-02 오전 7:16:51,노원구,중계2.3동,서대문구,신촌동,2022/05/02 7:00,2022/05/02 7:16,16,7,37.64,127.06,37.57,126.93
718,5727,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:10,2022-05-02 오전 7:18:19,용산구,용문동,강동구,둔촌제2동,2022/05/02 7:00,2022/05/02 7:18,18,7,37.53,126.95,37.53,127.14
719,5755,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:04:37,2022-05-02 오전 7:23:52,동대문구,신설동,동대문구,휘경제2동,2022/05/02 7:00,2022/05/02 7:23,23,7,37.57,127.02,37.59,127.07
720,5756,중형승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:09:09,2022-05-02 오전 7:31:58,강동구,강일동,송파구,풍납2동,2022/05/02 7:00,2022/05/02 7:31,31,7,37.56,127.17,37.53,127.11
721,3573,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:05:38,2022-05-02 오전 7:23:23,송파구,방이2동,송파구,방이2동,2022/05/02 7:00,2022/05/02 7:23,23,7,37.51,127.11,37.51,127.11
722,3573,중형 승합,2022-05-02 오전 7:00:00,2022-05-02 오전 7:34:00,2022-05-02 오전 7:49:54,강동구,천호제3동,구로구,구로제2동,2022/05/02 7:00,2022/05/02 7:49,49,7,37.53,127.13,37.5,126.87
